labMIT-1.0.txt;;;;;;;
language assessment by Mechanical Turk 1.0;;;;;;;
;;;;;;;
word;happiness_rank;happiness_average;happiness_standard_deviation;twitter_rank;google_rank;nyt_rank;lyrics_rank
johnson;5311;maj.40;13.702;3033;2235;807;--
joseph;5312;maj.40;16.162;--;1934;594;--
lah;5313;maj.40;12.289;4423;--;--;--
lawrence;5314;maj.40;13.401;--;3843;1088;--
lick;5315;maj.40;15.649;4930;--;--;1399
lou;5316;maj.40;13.093;--;--;4450;3950
lung;5317;maj.40;13.093;--;4123;--;--
main;5318;maj.40;12.122;1492;570;839;2040
malcolm;5319;maj.40;10.102;--;--;4881;--
margaret;5320;maj.40;12.289;--;4129;1496;--
matter;5321;maj.40;10.102;887;352;857;348
mexican;5322;maj.40;15.253;2493;3253;2963;--
ministers;5323;maj.40;17.728;--;2677;4720;--
mixtape;5324;maj.40;10.498;2392;--;--;--
nancy;5325;maj.40;13.248;--;--;1226;--
oakland;5326;maj.40;13.851;--;--;3515;--
obedience;5327;maj.40;16.162;--;4840;--;--
one;5328;maj.40;15.908;53;35;46;41
paula;5329;maj.40;13.401;--;--;4330;--
picks;5330;maj.40;13.553;3939;--;--;--
processes;5331;maj.40;14.846;--;1056;--;--
putting;5332;maj.40;10.880;1192;2680;2084;2227
ranging;5333;maj.40;0.8806;--;--;4756;--
reminds;5334;maj.40;11.952;2029;--;--;3093
reorganization;5335;maj.40;14.846;--;--;4683;--
represents;5336;maj.40;0.8806;--;1897;2112;--
rien;5337;maj.40;11.606;--;--;--;3661
riverdale;5338;maj.40;13.997;--;--;3677;--
sarah;5339;maj.40;16.288;1710;--;1564;--
seen;5340;maj.40;11.952;403;277;741;302
statistical;5341;maj.40;12.617;--;2994;--;--
stayed;5342;maj.40;12.454;2421;3910;3790;1639
stomach;5343;maj.40;10.690;1208;3531;--;2923
string;5344;maj.40;10.880;--;3449;3688;2340
sushi;5345;maj.40;22.497;2232;--;--;--
tap;5346;maj.40;12.289;3186;--;--;3649
testament;5347;maj.40;15.386;--;3418;--;--
thee;5348;maj.40;10.690;2565;2195;--;1669
they'll;5349;maj.40;12.778;--;--;--;--
transfer;5350;maj.40;15.119;4761;1597;3203;--
two;5351;maj.40;0.9689;260;69;52;206
xxx;5352;maj.40;18.516;1750;--;--;--
origins;5353;maj.40;15.122;--;4153;--;--
actin;5354;maj.39;13.665;--;--;--;2603
cielo;5355;maj.39;15.250;--;--;--;2095
defence;5356;maj.39;15.250;--;2497;--;--
dub;5357;maj.39;12.553;--;--;--;4015
empirical;5358;maj.39;14.835;--;3377;--;--
explicitly;5359;maj.39;14.835;--;4918;--;--
jive;5360;maj.39;19.453;--;--;--;3911
reprinted;5361;maj.39;11.331;--;4621;--;--
spins;5362;maj.39;14.694;--;--;--;4494
#letsbehonest;5363;maj.38;14.968;--;--;--;--
ahh;5364;maj.38;14.270;1425;--;--;1517
am;5365;maj.38;10.859;71;242;131;128
announcement;5366;maj.38;14.270;--;--;2533;--
arms;5367;maj.38;0.9875;2388;1003;1566;402
baltimore;5368;maj.38;11.933;4499;4693;2253;--
basis;5369;maj.38;10.079;--;651;1597;--
butler;5370;maj.38;16.022;--;--;4510;--
camino;5371;maj.38;14.412;--;--;--;3578
carved;5372;maj.38;13.076;--;--;--;4958
clark;5373;maj.38;11.761;--;4246;2092;--
coefficient;5374;maj.38;15.635;--;3941;--;--
comp;5375;maj.38;0.9452;3694;--;--;--
control;5376;maj.38;14.831;1215;273;599;470
copy;5377;maj.38;10.669;1388;2096;4185;--
core;5378;maj.38;10.859;3666;2478;3868;2976
curriculum;5379;maj.38;14.831;--;3913;--;--
dec;5380;maj.38;13.536;1690;4168;481;--
deemed;5381;maj.38;14.412;--;4503;--;--
detective;5382;maj.38;15.372;--;--;3317;--
different;5383;maj.38;12.436;743;164;628;608
doctrine;5384;maj.38;17.010;--;1632;--;--
door;5385;maj.38;12.103;498;765;1630;285
files;5386;maj.38;14.270;2797;3583;4694;--
following;5387;maj.38;16.399;601;232;1198;2492
grams;5388;maj.38;0.9452;--;--;4530;--
hp;5389;maj.38;14.270;3312;--;--;--
hudson;5390;maj.38;12.436;--;--;1857;--
i'll;5391;maj.38;12.919;--;--;--;--
industry;5392;maj.38;13.076;1069;723;494;3377
items;5393;maj.38;15.372;2628;1876;2305;--
jamie;5394;maj.38;0.9666;3845;--;4337;4731
jesse;5395;maj.38;14.412;--;--;3092;--
latin;5396;maj.38;13.834;--;1617;2474;--
let;5397;maj.38;10.079;222;321;813;67
lite;5398;maj.38;14.270;--;--;--;--
lookin;5399;maj.38;13.686;1468;--;--;1046
machine;5400;maj.38;12.599;856;1444;2750;1195
manner;5401;maj.38;13.536;--;645;4146;--
mit;5402;maj.38;12.599;1604;--;--;1242
nelson;5403;maj.38;12.760;--;--;2466;--
nitrogen;5404;maj.38;14.412;--;4283;--;--
nucleus;5405;maj.38;14.553;--;4317;--;--
official;5406;maj.38;10.280;1228;1339;534;4923
overtime;5407;maj.38;19.472;--;--;4797;--
personnel;5408;maj.38;11.045;--;2610;3285;--
pitching;5409;maj.38;14.270;--;--;--;--
projected;5410;maj.38;12.919;--;--;4959;--
province;5411;maj.38;14.831;--;2290;4807;--
rope;5412;maj.38;12.599;--;--;--;2236
said;5413;maj.38;0.9010;235;85;11;112
second;5414;maj.38;11.933;598;200;225;709
securities;5415;maj.38;20.493;--;4957;899;--
send;5416;maj.38;13.536;551;1590;1305;681
sensitivity;5417;maj.38;17.715;--;3990;--;--
shall;5418;maj.38;12.436;1271;176;4024;743
soldiers;5419;maj.38;16.399;--;1651;1821;1889
standards;5420;maj.38;10.859;--;1530;1540;--
statistically;5421;maj.38;14.126;--;--;3535;--
steps;5422;maj.38;11.229;2443;1469;2026;1634
steve;5423;maj.38;0.9010;1778;--;1245;4926
tan;5424;maj.38;17.130;2894;--;--;1262
technical;5425;maj.38;16.022;4813;1455;2447;--
text;5426;maj.38;13.231;748;858;4031;--
thread;5427;maj.38;13.536;--;--;--;4500
tierra;5428;maj.38;16.149;--;--;--;4052
timbaland;5429;maj.38;14.968;--;--;--;4627
tricks;5430;maj.38;15.238;4707;--;--;2099
tunnel;5431;maj.38;14.553;--;--;4943;4099
twelve;5432;maj.38;11.586;--;1790;--;2566
wants;5433;maj.38;13.231;494;2135;988;524
wednesday;5434;maj.38;13.384;1369;--;235;4862
whew;5435;maj.38;11.933;4338;--;--;--
wordpress;5436;maj.38;12.103;2616;--;--;--
would;5437;maj.38;0.8545;87;48;39;120
yards;5438;maj.38;0.9234;--;3747;1953;--
year;5439;maj.38;13.536;156;173;71;641
yesterday's;5440;maj.38;14.693;--;--;--;--
comparison;5441;maj.37;12.195;--;1560;--;--
ella;5442;maj.37;16.033;--;--;--;1565
givin;5443;maj.37;12.532;--;--;--;2487
hem;5444;maj.37;12.195;--;--;--;4407
parish;5445;maj.37;17.041;--;3798;--;--
silently;5446;maj.37;15.505;--;--;--;4232
sits;5447;maj.37;10.934;--;--;--;2625
whispering;5448;maj.37;16.291;--;--;--;2818
illusions;5449;maj.36;18.109;--;--;--;4000
asked;5450;maj.36;12.739;902;438;383;952
bee;5451;maj.36;16.507;3665;--;--;2752
briefing;5452;maj.36;12.578;--;--;1013;--
britney;5453;maj.36;16.753;3273;--;--;--
capitol;5454;maj.36;12.898;--;--;4245;--
caps;5455;maj.36;10.254;4428;--;--;4996
claire;5456;maj.36;15.487;--;--;3903;--
clip;5457;maj.36;12.578;2953;--;--;2259
clips;5458;maj.36;11.739;--;--;--;3673
colonial;5459;maj.36;13.516;--;2164;--;--
constitute;5460;maj.36;11.386;--;3128;--;--
contracts;5461;maj.36;12.415;--;3570;2043;--
covering;5462;maj.36;0.8751;--;3563;4636;--
customs;5463;maj.36;16.383;--;3070;--;--
dash;5464;maj.36;14.813;--;--;--;3934
delta;5465;maj.36;10.451;--;--;4830;--
dishes;5466;maj.36;18.156;3928;--;4749;--
economic;5467;maj.36;16.874;2320;318;440;--
edit;5468;maj.36;11.739;3475;--;--;--
eileen;5469;maj.36;12.081;--;--;4182;--
establishment;5470;maj.36;12.898;--;2003;4899;--
finger;5471;maj.36;11.739;1583;3539;--;1258
georgetown;5472;maj.36;14.675;--;--;4325;--
gloria;5473;maj.36;14.675;--;--;4223;4184
greene;5474;maj.36;10.451;--;--;3476;--
gud;5475;maj.36;15.618;2929;--;--;--
hall;5476;maj.36;12.081;1713;1261;592;1756
hay;5477;maj.36;14.813;452;--;--;962
heard;5478;maj.36;0.8020;461;609;1240;330
jimmy;5479;maj.36;11.205;2785;--;3224;2123
linear;5480;maj.36;11.911;--;2651;--;--
liquor;5481;maj.36;22.836;4915;--;--;2372
listing;5482;maj.36;10.053;3953;--;2031;--
lmaoo;5483;maj.36;18.926;2446;--;--;--
mason;5484;maj.36;0.9424;--;--;3965;--
miller;5485;maj.36;10.254;4415;3629;1132;--
milwaukee;5486;maj.36;11.739;--;--;3888;--
monde;5487;maj.36;12.739;--;--;--;4174
mouse;5488;maj.36;19.563;2531;--;--;4568
moving;5489;maj.36;14.950;1023;1441;1254;788
msn;5490;maj.36;17.468;3017;--;--;--
nba;5491;maj.36;18.490;2853;--;2412;--
nude;5492;maj.36;19.667;3316;--;--;--
nuestro;5493;maj.36;13.211;--;--;--;3348
overview;5494;maj.36;14.394;--;--;3732;--
oz;5495;maj.36;15.086;3473;--;--;--
pattern;5496;maj.36;17.700;--;1132;4299;--
port;5497;maj.36;14.394;3738;2045;1656;--
possession;5498;maj.36;19.873;--;1889;4343;--
press;5499;maj.36;12.249;1159;323;693;2272
principal;5500;maj.36;13.962;--;1195;1822;--
pronto;5501;maj.36;12.415;--;--;--;4924
quiero;5502;maj.36;0.9848;4544;--;--;757
rabbi;5503;maj.36;14.535;--;--;1038;--
reposing;5504;maj.36;15.354;--;--;3011;--
russell;5505;maj.36;13.815;--;4535;2386;--
same;5506;maj.36;12.739;272;101;303;193
si;5507;maj.36;14.251;819;2917;--;405
sim;5508;maj.36;0.9638;4431;--;--;--
sit;5509;maj.36;12.249;1095;2068;2463;505
sold;5510;maj.36;12.898;1749;1839;794;1207
sounded;5511;maj.36;10.451;4087;--;4735;--
staff;5512;maj.36;0.8751;2030;1124;514;--
standing;5513;maj.36;0.8514;2066;1290;1978;536
stocks;5514;maj.36;12.898;3417;--;1367;--
structure;5515;maj.36;13.815;--;493;2821;--
stuart;5516;maj.36;13.815;--;--;2254;--
subsequently;5517;maj.36;11.563;--;3074;--;--
sympathy;5518;maj.36;19.141;--;3364;1215;3007
taiwan;5519;maj.36;12.739;--;--;4437;--
target;5520;maj.36;15.221;2106;2484;2735;4158
teeth;5521;maj.36;18.709;1486;2398;--;1468
trenton;5522;maj.36;13.516;--;--;4459;--
tres;5523;maj.36;15.221;--;--;--;4814
trucks;5524;maj.36;16.630;--;--;3748;4435
tuesdays;5525;maj.36;11.386;--;--;3383;--
tummy;5526;maj.36;13.815;3601;--;--;--
tweeting;5527;maj.36;19.667;1085;--;--;--
verb;5528;maj.36;11.563;--;4759;--;--
vest;5529;maj.36;11.386;--;--;--;3156
wakes;5530;maj.36;16.753;--;--;--;4511
walter;5531;maj.36;14.251;--;3328;1599;--
we'd;5532;maj.36;11.563;--;--;--;--
westchester;5533;maj.36;13.962;--;--;1299;--
wi;5534;maj.36;0.8751;4137;--;--;3435
wright;5535;maj.36;0.9848;--;--;2892;--
you'd;5536;maj.36;11.563;--;--;--;--
yugoslavia;5537;maj.36;13.815;--;--;4614;--
emperor;5538;maj.35;20.576;--;2081;--;--
thesis;5539;maj.35;18.507;--;3921;--;--
chevy;5540;maj.35;17.145;--;--;--;4182
della;5541;maj.35;11.824;--;--;--;4960
finite;5542;maj.35;14.513;--;4629;--;--
loot;5543;maj.35;20.872;--;--;--;3159
motive;5544;maj.35;14.938;--;4491;--;--
define;5545;maj.34;10.689;--;2760;--;4699
#news;5546;maj.34;13.940;--;--;--;--
adams;5547;maj.34;10.806;4883;3926;2887;--
advised;5548;maj.34;16.977;--;4830;4364;--
andrea;5549;maj.34;12.224;--;--;3279;--
anonymity;5550;maj.34;13.342;--;--;4884;--
anthony;5551;maj.34;14.654;4583;--;1323;--
anything;5552;maj.34;10.224;401;608;800;367
anywhere;5553;maj.34;12.875;2153;4210;4036;1155
arc;5554;maj.34;11.713;--;3380;--;--
areas;5555;maj.34;10.224;--;592;1211;--
ay;5556;maj.34;0.9607;4498;--;--;907
backs;5557;maj.34;14.373;--;--;--;2860
bros;5558;maj.34;15.334;3992;--;--;--
campaign;5559;maj.34;15.467;1921;1886;365;--
candidate;5560;maj.34;10.994;--;3774;1309;--
carter;5561;maj.34;16.113;--;--;2168;--
checked;5562;maj.34;11.359;2148;--;--;--
classified;5563;maj.34;14.514;--;4544;--;--
colts;5564;maj.34;15.858;2715;--;--;--
comparable;5565;maj.34;12.554;--;4401;4633;--
crossing;5566;maj.34;13.342;--;4272;--;4400
currently;5567;maj.34;0.8234;1125;3619;2426;--
denver;5568;maj.34;14.930;3151;--;2724;--
ding;5569;maj.34;15.986;--;--;--;2467
doctor;5570;maj.34;16.239;996;1785;2413;1402
drank;5571;maj.34;14.654;3682;--;--;2334
editorial;5572;maj.34;13.644;--;--;1193;--
flick;5573;maj.34;13.644;--;--;--;4368
fur;5574;maj.34;17.333;4043;4355;--;--
gear;5575;maj.34;12.875;2576;--;--;3335
geek;5576;maj.34;18.910;3021;--;--;--
german;5577;maj.34;13.940;2549;667;1230;--
giant;5578;maj.34;11.886;2057;4880;2746;3831
giants;5579;maj.34;14.930;4249;--;1887;--
hampton;5580;maj.34;13.342;--;--;3115;--
harold;5581;maj.34;11.537;--;--;2087;--
ily;5582;maj.34;15.729;4022;--;--;--
iron;5583;maj.34;13.494;1672;1066;--;2277
karen;5584;maj.34;13.793;--;--;1838;--
korea;5585;maj.34;13.793;4914;4234;1893;--
liebe;5586;maj.34;13.940;--;--;--;3196
lillian;5587;maj.34;14.654;--;--;4102;--
log;5588;maj.34;0.9607;3483;4122;--;--
manufacturer;5589;maj.34;10.224;--;--;3112;--
massive;5590;maj.34;12.875;2084;4011;--;--
maureen;5591;maj.34;0.7982;--;--;4502;--
mc;5592;maj.34;13.940;3399;--;--;1739
middle;5593;maj.34;0.7174;1101;604;980;799
moderate;5594;maj.34;12.715;--;3195;4520;--
nog;5595;maj.34;11.359;2895;--;--;1750
noticed;5596;maj.34;14.230;2078;2724;4808;3114
occurred;5597;maj.34;10.224;--;1583;1963;--
ohhhh;5598;maj.34;19.651;--;--;--;3166
orleans;5599;maj.34;12.554;3415;--;2894;2841
ounce;5600;maj.34;0.9607;--;--;--;3637
pack;5601;maj.34;12.715;1452;--;--;1100
percent;5602;maj.34;0.9172;3546;696;81;--
phil;5603;maj.34;11.178;3453;--;3604;--
physician;5604;maj.34;18.363;--;3102;3444;--
rate;5605;maj.34;12.224;2011;405;703;4147
regional;5606;maj.34;0.8234;--;1878;1621;--
request;5607;maj.34;12.224;2472;2226;1820;--
revolution;5608;maj.34;13.940;4553;1135;3302;1921
rihanna;5609;maj.34;19.755;2925;--;--;--
roosevelt;5610;maj.34;18.693;--;4719;3404;--
session;5611;maj.34;11.178;1761;2437;2423;--
six;5612;maj.34;11.537;1691;520;382;823
sullivan;5613;maj.34;0.8947;--;--;2826;--
surgeon;5614;maj.34;16.239;--;--;4490;--
susan;5615;maj.34;12.715;4492;--;768;--
sylvia;5616;maj.34;13.188;--;--;3166;--
then;5617;maj.34;0.7453;103;75;148;96
they're;5618;maj.34;10.994;--;--;--;--
thinkin;5619;maj.34;10.994;2677;--;--;1537
tmrw;5620;maj.34;10.022;4798;--;--;--
transmitted;5621;maj.34;15.729;--;4387;--;--
tube;5622;maj.34;12.875;3945;2174;--;--
typing;5623;maj.34;12.056;3604;--;--;--
upon;5624;maj.34;0.6884;2190;111;1663;482
walmart;5625;maj.34;22.733;2817;--;--;--
whitman;5626;maj.34;0.7982;--;--;4041;--
whitney;5627;maj.34;11.713;--;--;3891;--
wider;5628;maj.34;10.422;--;3685;--;--
within;5629;maj.34;13.644;1790;172;751;710
yo;5630;maj.34;16.734;402;--;--;136
blink;5631;maj.33;14.341;--;--;--;2943
noches;5632;maj.33;13.422;--;--;--;4729
threshold;5633;maj.33;14.780;--;4926;--;--
bringin;5634;maj.33;14.774;--;--;--;4146
tutti;5635;maj.33;14.774;--;--;--;4671
verdad;5636;maj.33;11.252;--;--;--;2864
abraham;5637;maj.32;15.043;--;4942;3188;--
alter;5638;maj.32;12.526;--;4484;--;--
andre;5639;maj.32;12.196;--;--;4765;--
beep;5640;maj.32;15.178;--;--;--;2897
bench;5641;maj.32;10.388;4117;--;4503;--
bucket;5642;maj.32;11.856;--;--;--;4560
calif;5643;maj.32;13.316;--;--;552;--
chin;5644;maj.32;0.9781;3519;--;--;3542
commerce;5645;maj.32;13.161;--;2180;2249;--
compare;5646;maj.32;0.9988;4853;2785;--;3088
cover;5647;maj.32;12.688;1048;1519;1235;1054
currents;5648;maj.32;11.683;--;--;4129;--
deepest;5649;maj.32;14.490;--;--;1471;2981
dorothy;5650;maj.32;13.005;--;--;2283;--
editorials;5651;maj.32;10.962;--;--;4301;--
emeritus;5652;maj.32;16.468;--;--;2576;--
endless;5653;maj.32;18.455;--;--;--;1333
estimates;5654;maj.32;11.147;--;3238;2411;--
evaluation;5655;maj.32;18.007;--;1817;--;--
firm;5656;maj.32;11.683;4035;1513;545;4062
francis;5657;maj.32;14.348;--;3103;2225;--
general;5658;maj.32;11.328;1748;134;250;4181
gregory;5659;maj.32;11.147;--;--;2794;--
hoffman;5660;maj.32;0.9570;--;--;4557;--
hour;5661;maj.32;0.7939;455;937;1579;883
identified;5662;maj.32;12.688;--;1796;1742;--
indicates;5663;maj.32;10.774;--;2233;1894;--
jacqueline;5664;maj.32;16.591;--;--;4700;--
joshua;5665;maj.32;0.9781;--;--;2956;--
kristen;5666;maj.32;14.490;3924;--;--;--
label;5667;maj.32;10.190;3958;--;4143;3300
literally;5668;maj.32;15.178;2112;4408;--;--
louise;5669;maj.32;11.683;--;--;3122;--
mas;5670;maj.32;10.388;1121;--;--;887
measure;5671;maj.32;10.962;--;970;1570;3290
medium;5672;maj.32;0.7939;--;1715;4912;--
mention;5673;maj.32;0.7407;1681;2107;3397;2423
michigan;5674;maj.32;12.848;3231;3955;2002;--
names;5675;maj.32;0.9988;1861;1114;1458;1672
nassau;5676;maj.32;14.348;--;--;2619;--
negotiations;5677;maj.32;13.768;--;3586;1649;--
nineteenth;5678;maj.32;14.490;--;2274;--;--
pa;5679;maj.32;16.468;1617;3365;1035;1324
palmer;5680;maj.32;10.190;--;--;5000;--
partly;5681;maj.32;11.683;--;1937;3021;--
peeps;5682;maj.32;15.836;1826;--;--;4411
plz;5683;maj.32;18.892;1337;--;--;--
posts;5684;maj.32;11.147;2134;--;--;--
presumably;5685;maj.32;11.507;--;4106;--;--
quite;5686;maj.32;17.076;686;407;1365;902
rebounds;5687;maj.32;13.161;--;--;4497;--
remind;5688;maj.32;14.348;2784;--;--;1583
reserve;5689;maj.32;11.147;--;2957;1592;--
review;5690;maj.32;10.190;935;821;118;--
rite;5691;maj.32;11.856;1771;--;--;--
rye;5692;maj.32;13.468;--;--;3335;--
selena;5693;maj.32;0.9355;3294;--;--;--
site;5694;maj.32;0.7939;495;1140;742;--
skip;5695;maj.32;14.630;3718;--;--;3232
someone's;5696;maj.32;12.848;--;--;--;--
speech;5697;maj.32;17.548;1985;987;1585;3858
step;5698;maj.32;0.8676;1072;899;1161;449
subway;5699;maj.32;16.835;3641;--;2577;--
surface;5700;maj.32;10.774;--;511;3286;2978
table;5701;maj.32;0.6833;986;291;1768;1501
taking;5702;maj.32;13.005;471;650;736;615
tells;5703;maj.32;12.688;2096;2475;3061;1488
ticket;5704;maj.32;14.769;1610;--;2601;2018
ting;5705;maj.32;13.468;--;--;--;4451
tribes;5706;maj.32;13.161;--;3303;--;--
turning;5707;maj.32;10.190;1883;2111;2400;774
two-year;5708;maj.32;10.774;--;--;--;--
types;5709;maj.32;0.7407;4204;801;4304;--
urself;5710;maj.32;18.674;3613;--;--;--
vancouver;5711;maj.32;14.490;2634;--;--;--
varies;5712;maj.32;0.9134;--;3974;--;--
yield;5713;maj.32;16.092;--;2271;2310;--
zone;5714;maj.32;0.9781;2400;2474;3565;1835
preceding;5715;maj.31;0.9927;--;2579;--;--
affecting;5716;maj.31;13.261;--;4225;--;--
alles;5717;maj.31;10.841;--;--;--;1306
bop;5718;maj.31;14.463;--;--;--;2207
consume;5719;maj.31;18.842;--;--;--;4760
discipline;5720;maj.31;18.129;--;2594;--;--
disposition;5721;maj.31;13.875;--;4049;--;--
gypsy;5722;maj.31;16.981;--;--;--;2984
heed;5723;maj.31;12.111;--;--;--;4010
ion;5724;maj.31;11.218;--;3827;--;--
shelf;5725;maj.31;11.031;--;--;--;2847
stash;5726;maj.31;16.609;--;--;--;3234
varying;5727;maj.31;14.463;--;3325;--;--
vivir;5728;maj.31;13.261;--;--;--;2192
#fact;5729;maj.30;11.112;--;--;--;--
*estimated;5730;maj.30;11.112;--;--;--;--
actually;5731;maj.30;11.112;320;850;1361;4378
aire;5732;maj.30;14.178;--;--;--;4518
ancora;5733;maj.30;11.473;--;--;--;3758
atlanta;5734;maj.30;14.178;2341;--;1420;4133
barnes;5735;maj.30;0.9091;--;--;4513;--
bat;5736;maj.30;13.590;--;--;--;3328
biblical;5737;maj.30;19.299;--;4956;--;--
bishop;5738;maj.30;16.194;--;1940;3276;--
bonnie;5739;maj.30;16.812;--;--;4801;--
boundary;5740;maj.30;11.650;--;2780;--;--
brad;5741;maj.30;11.294;4325;--;4593;--
brian;5742;maj.30;14.321;2705;--;1345;--
bring;5743;maj.30;0.9949;543;731;885;253
calendar;5744;maj.30;11.294;3293;--;--;--
carnegie;5745;maj.30;14.604;--;--;3195;--
catholic;5746;maj.30;18.323;--;1679;1550;--
center;5747;maj.30;0.9949;1165;878;142;2881
chairman;5748;maj.30;14.743;--;3145;268;--
chrysler;5749;maj.30;10.152;--;--;4458;--
circuits;5750;maj.30;0.7626;--;--;3753;--
colin;5751;maj.30;11.294;--;--;4267;--
constantly;5752;maj.30;11.995;4210;2471;--;2837
cornell;5753;maj.30;14.743;--;--;2541;--
correspondent;5754;maj.30;11.650;--;--;3269;--
counts;5755;maj.30;11.473;4951;--;3686;--
county;5756;maj.30;10.546;1487;900;417;2803
creature;5757;maj.30;16.444;--;4186;--;3862
dave;5758;maj.30;14.033;2263;--;2382;4852
drake;5759;maj.30;12.495;3850;--;--;--
editing;5760;maj.30;12.330;2924;--;787;--
eight;5761;maj.30;12.817;4111;996;783;1593
elevator;5762;maj.30;13.887;4345;--;--;--
glen;5763;maj.30;12.495;--;--;3029;--
irene;5764;maj.30;13.740;--;--;4784;--
jk;5765;maj.30;12.330;2224;--;--;--
junior;5766;maj.30;12.657;4620;--;2584;--
km/h;5767;maj.30;11.650;--;--;--;--
lee;5768;maj.30;0.9091;2495;2973;873;2300
lesson;5769;maj.30;14.880;2206;3700;3876;1861
levels;5770;maj.30;0.9530;4077;871;2025;--
lexington;5771;maj.30;12.817;--;--;2850;--
md;5772;maj.30;11.294;3782;4118;491;--
medicare;5773;maj.30;16.812;--;--;3101;--
mic;5774;maj.30;0.9313;4587;--;--;1086
mike;5775;maj.30;14.463;1570;--;1181;1896
miles;5776;maj.30;11.650;1571;808;972;796
miriam;5777;maj.30;0.9949;--;--;4159;--
mph;5778;maj.30;12.817;1850;--;--;--
murphy;5779;maj.30;0.8864;--;--;2807;--
neck;5780;maj.30;11.824;2402;2285;1594;1070
nova;5781;maj.30;16.444;4747;--;--;--
number;5782;maj.30;0.9313;779;150;315;689
one's;5783;maj.30;0.7354;--;1683;--;--
patch;5784;maj.30;10.351;4644;--;--;--
pay;5785;maj.30;23.234;627;769;460;499
peggy;5786;maj.30;10.546;--;--;4810;--
placed;5787;maj.30;15.551;--;726;1737;3960
pounds;5788;maj.30;18.211;3452;2588;2787;3129
president's;5789;maj.30;15.152;--;--;--;--
profile;5790;maj.30;12.330;1622;4012;3870;--
quiz;5791;maj.30;14.880;2126;--;--;--
rail;5792;maj.30;11.112;--;--;3354;--
randy;5793;maj.30;13.590;--;--;3762;--
reviews;5794;maj.30;12.164;2209;--;2362;--
ritual;5795;maj.30;17.642;--;3819;--;--
robert;5796;maj.30;10.546;1815;1085;216;--
roberts;5797;maj.30;0.8864;--;--;2961;--
roger;5798;maj.30;0.8391;--;--;2094;--
samuel;5799;maj.30;11.473;--;3147;1933;--
scales;5800;maj.30;12.817;--;4507;--;--
sec;5801;maj.30;10.351;3386;2615;3786;--
seth;5802;maj.30;11.473;--;--;4037;--
seymour;5803;maj.30;10.351;--;--;4774;--
silly;5804;maj.30;19.821;907;--;--;1612
singular;5805;maj.30;14.463;--;4493;--;--
somebody;5806;maj.30;11.294;1209;--;2884;397
someone;5807;maj.30;11.650;253;1420;936;233
spray;5808;maj.30;14.463;3456;--;--;3006
suit;5809;maj.30;15.811;2656;2839;1483;2071
system;5810;maj.30;17.291;893;143;329;1642
tactics;5811;maj.30;15.811;--;--;4512;--
telling;5812;maj.30;10.546;1346;2622;2363;769
